Sup;Conf;Lift;Conv;Chi2;Lapl;Leve;Jacc;Cosi;Phi;MI;WRA;Entp;Gini;Cons;Ant
0.012987012987012988;1.0;57.75;  +oo   ;172.49013157894734;0.8;0.012762129645246529;0.75;0.8660254037844387;0.8641241382554878;0.8777616084919115;0.01276212964524653;0.05957796659931707;0.012706155392416485;L1=2;L4=4.5  &  L3=3  &  L2=4.5
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  L5=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Unemployment..25=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Unemployment.Total=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Companies.Dissolved=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Economic.Sector.Others=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Economic.Sector.Banks=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Sector.Administration.and.Services=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Sector.Gross.and.Retails.Markets=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Sector.Construction=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Sector.Transformation.Industries=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Sector.Extraction.Industries=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Sector.Agriculture=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Employees.per.Sector.Total=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Average.Monthly.Income=1
0.012987012987012988;0.75;43.3125;3.930735930735931;128.41555119447304;0.6666666666666666;0.012687168531324376;0.6;0.75;0.7455947136563875;0.5704690008429628;0.012687168531324376;0.04985963206302726;0.009459485788223088;L1=2;L4=4.5  &  L3=3  &  Companies.Created=1
